img_size,filters,dropout,batch_size,lr,optimizer,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std
128,16,0.3,16,0.0005,adam,0.637693464756012,0.038877129683982554,0.7478548288345337,0.024708678645452415,0.47250251173973085,0.03058023447303824,0.6358212112065109,0.04081778707068365
128,16,0.3,16,0.0005,rmsprop,0.6176130652427674,0.054027035658843155,0.7567916750907898,0.046441730818368505,0.4945175886154175,0.07620242560587988,0.6003071585525499,0.057993496321998336
128,16,0.3,32,0.001,adam,0.2335025191307068,0.13529727455008408,0.19419528543949127,0.3053359367852685,0.1033366858959198,0.1359142201427134,0.14477046516428235,0.15935205177903447
128,16,0.3,32,0.001,rmsprop,0.11810050308704376,0.029024510590863146,0.0,0.0,0.0,0.0,0.034843813051901616,0.026424342486025175
128,16,0.3,32,0.0005,adam,0.35812060385942457,0.24262862971216878,0.3877890110015869,0.33894383073346357,0.2650000020861626,0.2207487291221718,0.2969298416297455,0.2809083479424433
128,16,0.3,32,0.0005,rmsprop,0.33618089854717254,0.1961063179831365,0.2691288948059082,0.33094750265757783,0.2,0.24837471666017527,0.2687975851864112,0.23657247514067375
128,32,0.2,16,0.001,adam,0.46855778694152833,0.19058934361961816,0.49287914037704467,0.2753132986212664,0.3814472407102585,0.2363515383747832,0.42730305175965244,0.23382921883445937
128,32,0.2,16,0.001,rmsprop,0.41351759135723115,0.12740745534296055,0.45045454800128937,0.14767808864816187,0.3674572825431824,0.10614762733240542,0.35949510164918974,0.14703469132799055
128,32,0.2,16,0.0005,adam,0.5486482471227646,0.1923887761470092,0.5920154571533203,0.3037428089299443,0.3984020173549652,0.20680487451058455,0.5220976760420974,0.21949641477064677
128,32,0.2,16,0.0005,rmsprop,0.6086331725120544,0.029924279287184614,0.7014067649841309,0.0381442607448838,0.5245427191257477,0.039402346223113956,0.5871744576812727,0.042223165866522826
128,32,0.2,32,0.001,adam,0.12410050481557847,0.023858254955461282,0.0,0.0,0.0,0.0,0.04684443950243215,0.02223671061970367
128,32,0.2,32,0.001,rmsprop,0.14310050308704375,0.03643346176778768,0.03799999952316284,0.07599999904632568,0.03799999952316284,0.07599999904632568,0.047922744954318156,0.02531891261618215
128,32,0.2,32,0.0005,adam,0.15418593287467958,0.023572564085209257,0.18666666746139526,0.3733333349227905,0.014000000059604644,0.02800000011920929,0.0650464170451859,0.017412529154048347
128,32,0.2,32,0.0005,rmsprop,0.14316582977771758,0.03540348016707988,0.034871795773506166,0.06974359154701233,0.03400000035762787,0.06800000071525573,0.05419791917970136,0.029716401309831556
128,32,0.3,16,0.001,adam,0.49151759743690493,0.10751705775144203,0.5657030045986176,0.1142405701961955,0.4094723552465439,0.10267676866215644,0.4655802530709833,0.13637798928600509
128,32,0.3,16,0.001,rmsprop,0.3764874339103699,0.10517229016385839,0.42422239780426024,0.13551273345097709,0.3333467334508896,0.08634120178455407,0.29559713411414795,0.11877269673591817
128,32,0.3,16,0.0005,adam,0.6046834111213684,0.05486117169592203,0.7157912135124207,0.07717358165321662,0.49147738218307496,0.03687323653194809,0.585066365264502,0.07360289328229443
128,32,0.3,16,0.0005,rmsprop,0.570467346906662,0.06052051463171195,0.685098135471344,0.0676287130754971,0.4854271411895752,0.08619439373910637,0.542235685672393,0.07007504448816908
128,32,0.3,32,0.001,adam,0.13612562716007232,0.03288311459205593,0.0,0.0,0.0,0.0,0.04692801049375941,0.023777984039494417
128,32,0.3,32,0.001,rmsprop,0.1421658307313919,0.035408165175802,0.037755101919174194,0.07551020383834839,0.03700000047683716,0.07400000095367432,0.049396942815738254,0.026331903737446347
128,32,0.3,32,0.0005,adam,0.2501708507537842,0.16000868571109708,0.14135338068008424,0.2827067613601685,0.09399999976158142,0.18799999952316285,0.15877084314040787,0.18427047880717887
128,32,0.3,32,0.0005,rmsprop,0.14217085540294647,0.03428825858413117,0.10116921663284302,0.15318896696807446,0.03700000047683716,0.045563143600031206,0.04477518325707056,0.018518734444605802
